주문 항목 3,레몬 피즈,"기분이 좋으면 레몬피즈, 기분이 나쁠 땐 보일링 포인트.
이 말 알아? 
내가 기분 좋을 때마다 하는 말이야.",너 보기보다 잘 만드는구나?,얼음 까먹는 애송이인줄은 몰랐네,이런 잔에 주는 애송이인줄은 몰랐네,얼음도 안 넣고 잔도 틀리는 애송이인줄은 몰랐네,내 메뉴는 어따 팔아먹었어?,음료로 사람 기분 망치는 재주가 있구나
주문 항목 4,보일링 포인트,"그런 말 들어봤어?
기분이 좋으면 레몬피즈, 기분이 나쁠 땐 보일링 포인트.
참고로 난 지금 기분이 무지 안 좋아",너무 잘 만들었잖아? 한 대 때려주고 싶을만큼.,보일링 포인트에 얼음이 없다라...,보일링 포인트를 이런 잔에 준다라...,얼음 없는 보일링 포인트를 이런 잔에 마신다라...,보일링 포인트를 시켰는데 이런걸 마신다라...,너나 먹어라.
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
아무개들_테르,주문 항목,,,,,,,
주문 항목 1,한여름의 나낭나,...제대로 왔구만. 한여름의 나낭나로 한 잔 하지,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 여기는 3개로 수정해야겠어,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 얼음이 없다면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔이라면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔에 이런 얼음 상태라면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이렇게 내왔다면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 실력이라면 하나도 없었겠어
주문 항목 2,바하 온더락,"그러니까..여기서 50 제국 단위 떨어진 곳이면...
아, 주문은 바하 온더락으로 하지",보통 솜씨가 아니군,아직은 애송이군. 얼음 말이야.,아직은 애송이군. 잔 말이야.,아직은 애송이군. 잔이랑 얼음 말이야.,아직은 애송이군. 이렇게 가져오다니 말이야.,어디가서 추천하고 싶진 않네
주문 항목 3,번햄 버번 온더락,부르봉..버르벙...버번...번햄 버번 온더락이면 괜찮겠지?,"전설대로 버번 맛은 훌륭하군.
버번은 어떤 무너진 왕조의 이름이라더군.",옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 얼음이 없다면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔이라면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔에 이런 얼음 상태라면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이렇게 내왔다면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 실력이라면 하나도 없었겠어
주문 항목 4,갓로드,"...섹터 0 바깥을 상상해 본 적 있나?
딱봐도 없겠지, 갓로드 한 잔.","...섹터 0가 어둡고 불친절해보이지만 여기만큼 살만한 곳도 없어. 
이 칵테일처럼 말이야",옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 얼음이 없다면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔이라면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔에 이런 얼음 상태라면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이렇게 내왔다면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 실력이라면 하나도 없었겠어
주문 항목 5,아이리시 커피,"아이리시라... 들어본적 있는 이름이야.
...됐어, 아이리시 커피 한 잔 줘","왜 별에 별 놈들이 드나드는지 알 것 같구만.
",옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 얼음이 없다면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔이라면 별은 2개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 잔에 이런 얼음 상태라면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이렇게 내왔다면 별은 1개야.,옛 지구엔 주인장의 실력에 따라 별을 메겼다더군. 이런 실력이라면 하나도 없었겠어
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
야간순찰_외향적,주문 항목,,,,,,,
주문 항목 1,브리즈 니트,브리즈 니트면 괜찮겠죠?,"역시 가장 깔끔한게, 가장 완벽한 법이죠",얼음만 빼면 최고의 한 잔입니다,잔만 빼면 최고의 한 잔입니다,얼음이랑 잔만 빼면 최고의 한 잔입니다,맛만 보면 괜찮은 한 잔입니다,주문이 잘못 들어갔었나요?
주문 항목 2,브리즈 온더락,오늘은 브리즈 온더락입니다!,오늘도 환상적입니다!,얼음이 좀 아쉽지만 잘 마셨습니다,잔이 좀 아쉽지만 잘 마셨습니다,얼음랑 잔이 좀 아쉽지만 잘 마셨습니다,좀 아쉽지만 잘 마셨습니다,주문이 잘못 들어갔었나요?
주문 항목 3,갓 레이디,갓 레이디 하나! 잘 부탁드립니다~,부탁한대로 잘 나왔네요!,얼음만 빼면 최고의 한 잔입니다,잔만 빼면 최고의 한 잔입니다,얼음이랑 잔만 빼면 최고의 한 잔입니다,맛만 보면 괜찮은 한 잔입니다,주문이 잘못 들어갔었나요?
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
야간순찰_내향적,주문 항목,,,,,,,
주문 항목 1,조니 독스 니트,조니 독스...니트로 주문하지.,깔끔한 니트군. 훌륭해.,"음...얼음이...아니야, 됐어.","음...잔이...아니야, 됐어.","음...얼음하고 잔이...아니야, 됐어.","음...맛이...아니야, 됐어.",내가 주문을 잘못 말했었나?
주문 항목 2,조니 독스 온더락,조니 독스 온더락 한잔 주겠어?,굳이 찾아올 만하네.,뭐...마실만은 하군.,뭐...마실만은 하군.,뭐...마실만은 하군.,뭐...마실만은 하군.,내가 주문을 잘못 말했었나?
주문 항목 3,갓로드,갓로드로 해주겠어?,..감동적인 맛이군.,"음...얼음이...아니야, 됐어.","음...잔이...아니야, 됐어.","음...얼음하고 잔이...아니야, 됐어.","음...맛이...아니야, 됐어.",내가 주문을 잘못 말했었나?
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
빅-피쉬,주문 항목,,,,,,,
주문 항목 1,번햄 사워,솜씨 좀 볼까? 번햄 사워 하나 주겠나?,음. 여기서 벌어먹고 살 정도는 되겠어.,얼음은 빼고서라도 나쁘지 않군,잔은 빼고서라도 나쁘지 않군,틀린 잔에 얼음은 빼고서라도 나쁘지 않군,맛만은 나쁘지 않군,기대가 컸나보군...무슨 말이지 알겠지?
주문 항목 2,셰이디,솜씨 좀 볼까? 셰이디 한 잔 주게.,좋았어. 다음에도 또 맡기지.,일부러 얼음을 이렇게 한 건 아니겠지,일부러 이런 잔은 아니겠지,그럭저럭 괜찮네. 얼음이랑 잔은 일부러 그런건 아니겠지,그럭저럭이야,만들기 싫으면 말로 해도 괜찮은데 말이지
주문 항목 3,핫 테디,"여긴 UPD도 종종 온다면서? 그렇다면...
...아니야. 그냥 핫 테디 하나 주게.",훌륭하군. 술 앞에선 모두가 평등하지.,얼음은 빼고서라도 나쁘지 않군,잔은 빼고서라도 나쁘지 않군,틀린 잔에 얼음은 빼고서라도 나쁘지 않군,맛만은 나쁘지 않군,기대가 컸나보군...무슨 말이지 알겠지?
주문 항목 4,아이리시 커피,솜씨 좀 볼까? 여기 아이리시 커피.,"멋진 한 잔이야. 
오늘을 즐기라고.",얼음이라...딱 이정도군,이런 잔이라...딱 이정도군,이런 잔에 얼음이라...딱 이정도군,어렵지 않은 주문이라고 생각했는데...딱 이정도군,...벌써 삶을 끝내고 싶은 건 아닐텐데 말이야
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,고급스러운,"솜씨 좀 볼까?
여기 고급스러운 걸로 하나.",바에 안어울리게 썩 괜찮은 한 잔이야.,얼음은 빼고서라도 나쁘지 않군,잔은 빼고서라도 나쁘지 않군,틀린 잔에 얼음은 빼고서라도 나쁘지 않군,맛만은 나쁘지 않군,기대가 컸나보군...무슨 말이지 알겠지?
N8,주문 항목,,,,,,,
주문 항목 1,블랙 커피,"넵. 여기 주문하신...아, 주문은 블랙 커피로 할게",배송원의 영혼을 달래주는 블랙커피...맛있다...,얼음이 무임승차 했잖아?,못보던 잔에 담겨 있잖아?,못보던 잔에 얼음까지 담겨 있잖아?,못보던 메뉴인데?,"윽, 여기는 이런 것도 블랙 커피라고 한다고?"
주문 항목 2,레몬 피즈,"크흐, 레폰 피즈 엄청 땡기네!",오오...칵테일 실력은 너무 완벽하잖아..,얼음이 배송누락 됐는데?,잔을 잘못 집었나봐,"잔이랑 얼음이랑, 이렇게 주면 안된다구",내가 생각했던 맛은 아니야,"으악, 배송에 불만이 있으면 말로 하라고"
주문 항목 3,한여름의 주스,"흐아, 덥다~
한여름의 주스 한잔 먹고 가야겠는데!","크흐, 역시 완벽한 선택이었어!",얼음이 무임승차 했잖아?,못보던 잔에 담겨 있잖아?,못보던 잔에 얼음까지 담겨 있잖아?,못보던 메뉴인데?,손님으로 오기엔 마땅치 않은 것 같네
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
에릭,주문 항목,,,,,,,
주문 항목 1,바하 니트,목이 타는구나. 바하 니트 한 잔 주겠니?,고맙다. 맛있게 먹었어.,멋진 한잔이야. 다음엔 얼음에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 잔에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 얼음이랑 잔에 조금 더 신경써주렴,멋진 한잔이야. 그치만 시킨대로 주는 것도 중요하단다,다른 손님들에겐 좀 더 신경써주렴
주문 항목 2,조니 독스 니트,"손님들이 몰리기 전에, 조니 독스 니트로 한 잔 부택해.",잘 해내는 걸 보니 마음이 아주 좋구나.,멋진 한잔이야. 다음엔 얼음에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 잔에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 얼음이랑 잔에 조금 더 신경써주렴,멋진 한잔이야. 그치만 시킨대로 주는 것도 중요하단다,조금 더 다듬어 보렴
주문 항목 3,코튼 사워,늘 마시던 코튼 사워. 주문해도 될까?,향이 아주 깊구나. ,얼음을 좀 달리 해보는 건 어떻겠니?,잔을 좀 달리 해보는 건 어떻겠니?,얼음이랑 잔을 좀 달리 해보는 건 어떻겠니?,조합을 좀 달리 해보는 건 어떻겠니?,서두를 필욘 없지만 끈질기게 해보는 것도 좋지
주문 항목 4,아이리시 커피,"이런 날에 그 이는 아이리시 커피 하나를 내주곤 했지. 
오늘은 그걸로 한 잔 부탁하마",무언갈 떠올리게 만드는 술은 참 좋은 술이지. 이것처럼 말이야.,멋진 한잔이야. 다음엔 얼음에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 잔에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 얼음이랑 잔에 조금 더 신경써주렴,멋진 한잔이야. 그치만 시킨대로 주는 것도 중요하단다,다른 손님들에겐 좀 더 신경써주렴
주문 항목 5,핫 테디,방해가 되지 않는다면 핫 테디 한잔 내주겠니?,참 향기롭구나. 좋은 술이야.,멋진 한잔이야. 다음엔 얼음에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 잔에 조금 더 신경써주렴,멋진 한잔이야. 다음엔 얼음이랑 잔에 조금 더 신경써주렴,멋진 한잔이야. 그치만 시킨대로 주는 것도 중요하단다,다른 손님들에겐 좀 더 신경써주렴
주문 항목 6: 맛,새큼함_Sourness,저 종소리마냥 무언가 새큼한 걸로 하나 부탁해,매일 마시고 싶을만큼 좋구나,"얼음에 대한 아쉬움이 남는 건, 더 발전할 수 있다는 뜻이겠지","잔에 대한 아쉬움이 남는 건, 더 발전할 수 있다는 뜻이겠지","얼음과 잔에 대한 아쉬움이 남는 건, 더 발전할 수 있다는 뜻이겠지","이 잔에 아쉬움이 남는 건, 더 발전할 수 있다는 뜻이겠지",다른 손님들에겐 좀 더 신경써주렴
주문 항목 7: 분위기,,,,,,,,
F54,주문 항목,,,,,,,
주문 항목 1,바하 온더락,바하 온더락 마실 생각에 달려왔다고!,"흐아, 다시 나가고 싶지 않은 맛. 최고야...",우리 얼음이 못봤어?,우리 락글라스 못봤어?,우리 얼음이랑 락글라스 못봤어?,"좋은 위스키지만, 내가 찾던 친구가 아니야",내가 찾던 친구가 아니야
주문 항목 2,바하 니트,"오늘 시킬 메뉴는....두구두구...
내 사랑 바하 니트!",요즘엔 여기와서 이걸 먹는 낙에 산다고 해도 과언이 아니야,얼음만 빼면 최고의 위스키인데,잔만 바뀌면 최고의 위스키인데,잔이랑 얼음만 빼면 최고의 위스키인데,내가...시킨게 아닌 거 같은데?,요즘 많이 피곤한가봐
주문 항목 3,갓 레이디,갓 레이디! 누가 보면 안되니까 빨리!,"흐아, 다시 나가고 싶지 않은 맛. 최고야...",우리 얼음이 못봤어?,우리 락글라스 못봤어?,우리 얼음이랑 락글라스 못봤어?,"좋은 위스키지만, 내가 찾던 친구가 아니야",이렇게...만들 수도 있던거야?
주문 항목 4,번햄 사워,번햄 사워 정도는 음료지. 안 그래?,"흐아, 다시 나가고 싶지 않은 맛. 최고야...",우리 얼음이 못봤어?,우리 락글라스 못봤어?,우리 얼음이랑 락글라스 못봤어?,"좋은 위스키지만, 내가 찾던 친구가 아니야",내가 찾던 친구가 아니야
주문 항목 5,아이리시 커피,"근무 중이니까 특별히 커피로 마셔주지
아이리시 커피 한잔이요~",이정도 알코올은 들어가야 일할 맛도 난다고,우리 얼음이 못봤어?,우리 락글라스 못봤어?,우리 얼음이랑 락글라스 못봤어?,"좋은 위스키지만, 내가 찾던 친구가 아니야",내가 찾던 친구가 아니야
주문 항목 6: 맛,새큼함_Sourness,짜릿한 거 뭐 없어? 이를테면...새큼한 거!,"새큼, 짜릿. 최고야!",얼음? 이번엔 중요치 않아,잔? 이번엔 중요치 않아,잔이랑 얼음? 이번엔 중요치 않아,다음엔 더 멋진걸로 주라고,내가 찾던 친구가 아니야
주문 항목 7: 분위기,,,,,,,,
카사,주문 항목,,,,,,,
주문 항목 1,한여름의 주스,...한여름의 주스 한잔 줄래?,음...정령님도 만족하신 거 같아...,미지근한데 나쁘진 않아.,잔이 좀 이상한데 나쁘진 않아.,미지근한데 나쁘진 않아. 잔도 그렇고.,확실히 자주 먹던 맛은 아니야,다음엔 더 좋은 걸로 줘.
주문 항목 2,블랙 커피,...블랙 커피 마시고 잠 좀 깨야지...,확실히 맛있네...,원래 커피가 차가운 거야...?,원래 이런 잔에 마시는 거야...?,원래 이런 잔에 차갑게 마시는 거야?,원래 이렇게 나오는 거야?,이거 이상해
주문 항목 3,레몬 피즈,...레몬 피즈는 어때?,맛있어...새큼하고 또 달콤하고.,"뭐 좀 빼먹은 거 같지 않아?
얼음이라든가..","뭐 좀 잘못된 거 같지 않아?
잔이라든가..","뭐 좀 잘못된 거 같지 않아?
잔이라든가..얼음이라든가...",메뉴가...뭐 좀 잘못된 거 같지 않아?,..오래가지 못할 수도 있어...
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
엘리엇,주문 항목,,,,,,,
주문 항목 1,한여름의 주스,흠흠. 한여름의 주스 한 잔 내주시오~,"오오오오오!
역시 진짜 잘만든다니깐!",얼음이 좀 빠진 것 같은데? 그래도 맛은 있네,잔이 좀 아쉽긴하지만 나머진 다 좋아!,잔이랑 얼음만 바꾸면 진짜 완벽했을텐데..아쉽다!,"맛은 있는데, 내가 시킨 게 아닌거 같아",이거 먹어도 되는거 맞아?
주문 항목 2,레몬 피즈,"항상 먹던걸로!
알았어. 제대로 시킬게. 레몬 피즈 하나 줘",역시 이맛이지! 조금만 기다리면 진짜 술도 마구 마구 시켜주겠어!,맛이 살짝 다른데? 혹시 얼음 까먹은거야?,"맛은 똑같고...전에는 다른 잔이었던 것 같은데, 아닌가?","맛은 똑같고...전에는 다른 잔이었던 것 같은데, 아닌가?",전이랑 맛이 좀 다른 거 같은데?,"윽, 이게 뭐야. 완전 별로."
주문 항목 3,,,,,,,,
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
F72,주문 항목,,,,,,,
주문 항목 1,한여름의 나낭나,오늘은 한여름의 나낭나가 딱이란 말이지,솜씨는 여전하구만!,얼음이 빠지니까 좀 아쉽긴하네,잔이 바뀌니까 좀 아쉽긴하네,얼음이랑 잔이 좀 아쉽긴하네,이건...내가 시킨게 아닌 거 같은데?,나도 아무거나 마시는 사람은 아니라고!
주문 항목 2,번햄 사워,최고의 번햄 사워 한 잔 부탁해,헤- 진짜 최고잖아!,얼음은 없지만 꽤 괜찮단 말이지,잔은 별로지만 꽤 괜찮단 말이지,"얼음, 잔이랑 별개로 맛은 꽤 괜찮단 말이지","어이, 여기 메뉴가 잘못 나왔다고~",다음번엔 좀 더 제대로 만들어줘 주인장~
주문 항목 3,코튼 사워,"코튼 사워...5번가 놈들은 이걸 코튼 밤이라고 하던데,
얘나 나나 이름도 여러가지라 힘들겠어",술 한잔에 위로 받는 녀석들도 있다더라니까. 오늘은 그게 내가 돼도 괜찮겠어,"얼음만 있었다면 완벽했을텐데, 아쉽구만~","잔만 딱 바뀌었으면 완벽했을텐데, 아쉽구만~","완벽해...
얼음만 넣고 잔만 제대로 줬다면 말이야.","완벽해...
이걸 시킨 사람한테 줬었다면 말이야","음, 9번가에 제대로 된 펍이랄게 별로 없긴하지
여기도...농담이야
살짝은 진심일수도?"
주문 항목 4,로닌즈,여기 로닌즈 하나 만들어주는 거 어때?,캬하- 이거지!,얼음이 빠지니까 좀 아쉽긴하네,잔이 바뀌니까 좀 아쉽긴하네,얼음이랑 잔이 좀 아쉽긴하네,이건...내가 시킨게 아닌 거 같은데?,나도 아무거나 마시는 사람은 아니라고!
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,정열적인,정열적인 거 하나라고 하면 완벽하게 만들어 줄 수 있겠지?,캬하- 바로 이거지!,"얼음만 제대로면 완벽했을텐데, 아쉽구만~","잔만 제대로면 완벽했을텐데, 아쉽구만~","맛은 완벽한데, 얼음이랑 잔이 아쉽구만~","맛은 괜찮긴한데, 확실히 내가 원하던 건 아니야",오늘은 내가 기대가 좀 컸었나봐~
셀리,주문 항목,,,,,,,
주문 항목 1,셰이디,셰이디. 빠르게 한잔 부탁해,"...셰이디. 이름 정말 입에 안 붙는군
그래도 맛은 입에 참 잘 맞는단 말이지",괜찮네...얼음만 좀 더 신경써 줘.,괜찮네...잔만 좀 더 신경써 줘.,괜찮네...잔이랑 얼음만 좀 더 신경써 줘.,"그렇게 어려운 걸 시킨 건 아닌 것 같은데
좀 더 신경써 줘. ",어쩌면 다른 5번가 펍을 찾아봐야 될지도.
주문 항목 2,아이리시 커피,아이리시 커피 한잔 마셔야겠어,또 오지. 다음에 또 보자고,괜찮네...얼음만 좀 더 신경써 줘.,괜찮네...잔만 좀 더 신경써 줘.,괜찮네...잔이랑 얼음만 좀 더 신경써 줘.,"그렇게 어려운 걸 시킨 건 아닌 것 같은데
좀 더 신경써 줘. ",어쩌면 다른 5번가 펍을 찾아봐야 될지도.
주문 항목 3,,,,,,,,
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,씁쓸함_Bitterness,씁쓸한 게 괜찮겠어,누구랑은 다르게 제대로 알아듣네,얼음 잘못 나온 것 같은데 그래,잔이 잘못 나온 것 같은데 그래,잔이랑 얼음이 잘못 나온 것 같은데 그래,메뉴가 잘못 나온 것 같은데 그래,"솔직히, 아주 별로야."
주문 항목 7: 분위기,깔끔한,깔끔한 걸로. 아무술이나 줘,가끔은 이런 것도 괜찮군,이번엔 얼음이 잘못됐어도 넘어가지,이번엔 잔이 잘못됐어도 넘어가지,"잔이랑 얼음이 이게 아닌 것 같은데...
맛은 괜찮으니 넘어가지",이런 메뉴가 아니었던 것 같은데...넘어가지,"솔직히, 오늘은 별로였어"
E12,주문 항목,,,,,,,
주문 항목 1,셰이디,바텐더. 여기 셰이디 하나요. 아주 완벽하게.,이 셰이디는 그야말로 완벽한 셰이디군요,음. 완벽하진 않네요. 얼음이 없어요.,음. 완벽하진 않네요. 이 잔이 아닌걸로 알고 있는데요,"음. 이건 실수의 영역이 아니네요. 잔도 틀렸고, 얼음도 빠졌고요",제가 주문한 메뉴가 아닌 것 같습니다만?,이런 거라면 또 먹으러 오고 싶지 않네요
주문 항목 2,블랙 커피,정석적인 블랙 커피 하나 내주시죠.,"정석적인 블랙커피 그 자체, 좋습니다",정석 레시피에도 얼음이 들어가던가요?,정석 레시피에도 이 잔으로 나오던가요?,정석적이진 않네요. 잔도 틀렸고 웬 얼음까지.,"이게 블랙커피인가요?
제가 잘못 주문한 건 아닌 것 같은데.",윽- 바텐더라기엔 좋은 실력은 아니군요
주문 항목 3,,,,,,,,
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,깔끔한,"제가 제일 싫어하는 게 아무거나입니다만, 오늘은 깔끔한 거면 뭐든 상관없어요",지금 시간에 딱 맞는 메뉴네요. 훌륭합니다.,"얼음은 틀렸지만, 이정도면 완벽에 가깝다고 할 수 있겠어요","잔은 틀렸지만, 이정도면 완벽에 가깝다고 할 수 있겠어요","꽤 틀렸지만, 맛은 이정도면 완벽에 가깝다고 할 수 있겠어요","맛이랑 별개로, 제가 생각했던 건 아닌 것 같아요",이래서 아무거나가 싫은 건데 말이에요
E43,주문 항목,,,,,,,
주문 항목 1,셰이디,셰이디 부탁합니다.,이 잔을 완벽한 잔 덕분에 만족이라는 감정을 느낀다고 착각할 수 있겠어요,얼음을 착각한 것 같네요. 맛의 형식은 비슷합니다,잔을 착각한 것 같네요. 맛의 형식은 비슷합니다,잔이랑 얼음을 착각한 것 같네요. 맛의 형식은 비슷합니다,조제하시면서 착각한 것 같네요. 맛의 형식이 완전히 다릅니다,"이건, 확실히 좋다는 표현에 전혀 적합하지 않습니다"
주문 항목 2,바하 니트,주문할게요. 바하 니트 하나요.,정확한 수치로 만들어 낸 걸작이군요. ,얼음의 차이로 변화를 꽤 크게 인식할 수 있을 줄은 몰랐습니다,잔의 차이로 변화를 꽤 크게 인식할 수 있을 줄은 몰랐습니다,잔과 얼음 차이로 변화를 꽤 크게 인식할 수 있을 줄은 몰랐습니다,음용에 무리는 없지만 준비했던 맛은 아니네요,이런건 메뉴에서 빼는 게 낫다고 판단됩니다
주문 항목 3,블랙 커피,"일하는데 도움이 되겠군요
블랙 커피 하나 주세요",성능 향상에 충분히 도움을 줄만 합니다,얼음은 착각한 것 같네요. 그래도 성능 향상엔 꽤 도움을 줄만 합니다,잔은 착각한 것 같네요. 그래도 성능 향상엔 꽤 도움을 줄만 합니다,잔이랑 얼음은 착각한 것 같네요. 그래도 성능 향상엔 꽤 도움을 줄만 합니다,착각한 것 같네요. 잔을 비울만 합니다,메뉴를 처음부터 다시 검토하시는 걸 추천드립니다
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,깔끔한,"주관적인 건 딱 질색인데, 그래도 오늘은 깔끔하다는 걸로 한 잔 받고 싶네요","이렇게 받을 수만 있다면, 종종 이런 식으로도 주문해봐야겠네요",이 미묘한 차이는 얼음 때문으로 사료되는군요,이 미묘한 차이는 잔 때문으로 사료되는군요,이 미묘한 차이는 잔이랑 얼음 때문으로 사료되는군요,제가 주문한 것과 성분의 수치 차이가 매우 큽니다,"이건, 확실히 좋다는 표현에 전혀 적합하지 않습니다"
야간순찰_F54,주문 항목,,,,,,,
주문 항목 1,바하 온더락,바하 온더락 정도면 괜찮을까?,늘 최고라니까!,얼음없는 것도 가끔은 괜찮지,이런 잔도 가끔은 괜찮지,이런 잔에 얼음없이 먹는 것도 가끔은 괜찮지,원하지 않은대로 먹는 것도 가끔은 괜찮지,오늘은 영 아닌가 보네? 다음에 올게
주문 항목 2,바하 니트,바하 니트는 언제든이지.,바하 니트만큼은 내가 너보다 더 친할걸!,얼음은 한번 눈감아 줄게,잔은 한번 눈감아 줄게,잔은 한번 눈감아 줄게. 얼음도.,이렇게 만들어도 맛은 괜찮네,오늘은 영 아닌가 보네? 다음에 올게
주문 항목 3,갓 레이디,이럴 때 갓 레이디만한 게 또 있을까?,이렇게 환상적인 걸 마실 수 있다는데 업무가 대수냐고!,얼음없는 것도 가끔은 괜찮지,이런 잔도 가끔은 괜찮지,이런 잔에 얼음없이 먹는 것도 가끔은 괜찮지,원하지 않은대로 먹는 것도 가끔은 괜찮지,오늘은 영 아닌가 보네? 다음에 올게
주문 항목 4,블랙 커피,"으아. 힘들다...
니가 만든 블랙 커피가 한잔 필요할 때야.",원기충전이라고 하던가? 암튼 고마워!,얼음은 한번 눈감아 줄게,잔은 한번 눈감아 줄게,잔은 한번 눈감아 줄게. 얼음도.,잠에 취한 건가...이런 맛이 아니었던 것 같은데?,음...확실히 잠은 확 깼어
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
야간순찰_F72,주문 항목,,,,,,,
주문 항목 1,한여름의 나낭나,한여름의 나낭나 천천히 빠르게 한잔 부탁해,언제나 좋은 술이군. 여기같이 말이야,얼음을 빼달라고 했던가?,이 잔에 담아달라고 했던가?,얼음빼고 이런 잔에 달라고 했던가?,이런 걸 달라고 했던가?,이런 건 딴 놈들이나 주라고
주문 항목 2,번햄 사워,후. 오기전부터 꼭 번햄 사워를 마시고 싶었다고,"나도 나중엔 이런 펍이나 차릴까 싶어
칵테일을 이렇게 만들진 못하겠지만","단골한테 얼음 아끼는 거야?
농담이야, 농담","단골한테 아끼는 잔은 숨기는 거야?
농담이야, 농담","단골한테 대충 만들어주는거야?
농담이야, 농담","단골한테 아무거나 먹으라는거야?
농담이야, 농담",맛이 참...빡빡한 UPD 놈들 면상같아.
주문 항목 3,코튼 사워,오늘의 메뉴! 코튼 사워가 딱이군!,"크하, 이거지!",얼음 빠진 건 못 본 걸로 해주지,잔이 틀린 건 못 본 걸로 해주지,"이런 잔에 준 건 못 본 걸로 해주지.
근데 얼음 값은 빼주는 거다?",그냥 넘어가기엔 살짝 아쉬운데,이런 건 딴 놈들이나 주라고
주문 항목 4,로닌즈,"로닌즈. 이름의 유래가 뭔 줄 알아?
아냐, 굳이 답할 필요없어. 그냥 빨리 줘.",어떻게 이 칵테일을 사랑하지 않을 수가 있겠어?,얼음을 빼달라고 했던가?,이 잔에 담아달라고 했던가?,얼음빼고 이런 잔에 달라고 했던가?,이런 걸 달라고 했던가?,이런 건 딴 놈들이나 주라고
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,정열적인,정열적인 거 한잔. 주인장이 자신 있는 걸로~,"음, 충분히 자신있을만 해!","얼음만 제대로였다면 완벽했을텐데, 아쉽구만~","잔만 제대로였다면 완벽했을텐데, 아쉽구만~","얼음만 제대로였다면 완벽했을텐데, 아 얼음도. 아쉽구만~","맛은 괜찮은데, 아쉽달까? 확실히 내가 원하던 건 아니야",엑- 너무 끔직하잖아
야간순찰_E12,주문 항목,,,,,,,
