#META,,,,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,,,,
45,f54_f72,fight,7,,,,,,,,,,,
45,sally,aim,1,,,,,,,,,,,
46,f54_f72,fight,7,,,,,,,,,,,
46,sally,aim,1,,,,,,,,,,,
47,f54_f72,fight,7,,,,,,,,,,,
47,sally,aim,1,,,,,,,,,,,
48,f54_f72,fight,7,,,,,,,,,,,
48,sally,aim,1,,,,,,,,,,,
49,f54_f72,fight,7,,,,,,,,,,,
49,sally,aim,1,,,,,,,,,,,
50,f54_f72,fight,7,,,,,,,,,,,
50,sally,aim,1,,,,,,,,,,,
51,f54_f72,fight,7,,,,,,,,,,,
51,sally,aim,1,,,,,,,,,,,
52,f54_f72,fight,7,,,,,,,,,,,
52,sally,aim,1,,,,,,,,,,,
53,f54_f72,fight,7,,,,,,,,,,,
53,sally,aim,1,,,,,,,,,,,
54,f54_f72,fight,7,,,,,,,,,,,
54,sally,aim,1,,,,,,,,,,,
55,f54_f72,fight,7,,,,,,,,,,,
55,sally,aim,1,,,,,,,,,,,
56_1_1,f54_f72,fight,7,,,,,,,,,,,
56_1_1,sally,aim,1,,,,,,,,,,,
56_1_2,f54_f72,fight,7,,,,,,,,,,,
56_1_2,sally,aim,1,,,,,,,,,,,
56_1_3,f54_f72,fight,7,,,,,,,,,,,
56_1_3,sally,aim,1,,,,,,,,,,,
56_1_4,f54_f72,fight,7,,,,,,,,,,,
56_1_4,sally,angry,1,,,,,,,,,,,
56_1_5,f54_f72,fight,7,,,,,,,,,,,
56_1_5,sally,angry,1,,,,,,,,,,,
56_1_6,f54_f72,fight,7,,,,,,,,,,,
56_1_6,sally,closed,1,,,,,,,,,,,
56_1_7,f54_f72,fight,7,,,,,,,,,,,
56_1_7,sally,angry,1,,,,,,,,,,,
56_1_8,f54_f72,fight,7,,,,,,,,,,,
56_1_8,sally,angry,1,,,,,,,,,,,
56_1_9,f54_f72,fight,7,,,,,,,,,,,
56_1_9,sally,closed,1,,,,,,,,,,,
56_2_1,f54_f72,fight,7,,,,,,,,,,,
56_2_1,sally,aim,1,,,,,,,,,,,
56_2_2,f54_f72,fight,7,,,,,,,,,,,
56_2_2,sally,aim,1,,,,,,,,,,,
56_2_3,f54_f72,fight,7,,,,,,,,,,,
56_2_3,sally,aim,1,,,,,,,,,,,
56_2_4,f54_f72,fight,7,,,,,,,,,,,
56_2_4,sally,aim,1,,,,,,,,,,,
56_2_5,f54_f72,fight,7,,,,,,,,,,,
56_2_5,sally,aim,1,,,,,,,,,,,
56_2_6,f54_f72,fight,7,,,,,,,,,,,
56_2_6,sally,aim,1,,,,,,,,,,,
56_2_7,f54_f72,fight,7,,,,,,,,,,,
56_2_7,sally,aim,1,,,,,,,,,,,
56_2_8,f54_f72,fight,7,,,,,,,,,,,
56_2_8,sally,closed,1,,,,,,,,,,,
56_2_9,f54_f72,fight,7,,,,,,,,,,,
56_2_9,sally,closed,1,,,,,,,,,,,
56_2_10,f54_f72,fight,7,,,,,,,,,,,
56_2_10,sally,angry,1,,,,,,,,,,,
56_2_11,f54,serious,2,,,,,,,,,,,
56_2_11,f72,frust,0,,,,,,,,,,,
56_2_11,sally,angry,1,,,,,,,,,,,
57,f54,serious,2,,,,,,,,,,,
57,f72,smile,0,,,,,,,,,,,
57,sally,mid,1,,,,,,,,,,,
58,f54,serious,2,,,,,,,,,,,
58,f72,smile,0,,,,,,,,,,,
58,sally,mid,1,,,,,,,,,,,
59,f54,serious,2,,,,,,,,,,,
59,f72,mid,0,,,,,,,,,,,
59,sally,mid,1,,,,,,,,,,,
60_1_1,f54,mid,2,,,,,,,,,,,
60_1_1,f72,mid,0,,,,,,,,,,,
60_1_1,sally,mid,1,,,,,,,,,,,
60_1_2,f54,mid,2,,,,,,,,,,,
60_1_2,f72,annoy,0,,,,,,,,,,,
60_1_2,sally,mid,1,,,,,,,,,,,
60_2_1,f54,mid,2,,,,,,,,,,,
60_2_1,f72,mid,0,,,,,,,,,,,
60_2_1,sally,mid,1,,,,,,,,,,,
60_2_2,f54,mid,2,,,,,,,,,,,
60_2_2,f72,smile,0,,,,,,,,,,,
60_2_2,sally,mid,1,,,,,,,,,,,
61,f54,mid,2,,,,,,,,,,,
61,f72,smile,0,,,,,,,,,,,
61,sally,mid,1,,,,,,,,,,,
62,f54,mid,2,,,,,,,,,,,
62,f72,laugh,0,,,,,,,,,,,
62,sally,mid,1,,,,,,,,,,,
63,f54,mid,2,,,,,,,,,,,
63,f72,smile,0,,,,,,,,,,,
63,sally,mid,1,,,,,,,,,,,
64_1_1,f54,mid,2,,,,,,,,,,,
64_1_1,f72,smile,0,,,,,,,,,,,
64_1_1,sally,mid,1,,,,,,,,,,,
64_1_2,f54,mid,2,,,,,,,,,,,
64_1_2,f72,frust,0,,,,,,,,,,,
64_1_2,sally,mid,1,,,,,,,,,,,
64_1_3,f54,mid,2,,,,,,,,,,,
64_1_3,f72,frust,0,,,,,,,,,,,
64_1_3,sally,mid,1,,,,,,,,,,,
64_2_1,f54,mid,2,,,,,,,,,,,
64_2_1,f72,smile,0,,,,,,,,,,,
64_2_1,sally,mid,1,,,,,,,,,,,
64_2_2,f54,mid,2,,,,,,,,,,,
64_2_2,f72,frust,0,,,,,,,,,,,
64_2_2,sally,mid,1,,,,,,,,,,,
64_2_3,f54,mid,2,,,,,,,,,,,
64_2_3,f72,frust,0,,,,,,,,,,,
64_2_3,sally,mid,1,,,,,,,,,,,
64_2_4,f54,frust,2,,,,,,,,,,,
64_2_4,f72,frust,0,,,,,,,,,,,
64_2_4,sally,mid,1,,,,,,,,,,,
65_money,f54,mid,2,,,,,,,,,,,
65_money,f72,mid,0,,,,,,,,,,,
65_money,sally,mid,1,,,,,,,,,,,
65_coin,f54,mid,2,,,,,,,,,,,
65_coin,f72,mid,0,,,,,,,,,,,
65_coin,sally,mid,1,,,,,,,,,,,
65_1_1,f54,mid,2,,,,,,,,,,,
65_1_1,f72,smile,0,,,,,,,,,,,
65_1_1,sally,mid,1,,,,,,,,,,,
65_2_1,f54,laugh,2,,,,,,,,,,,
65_2_1,f72,devas,0,,,,,,,,,,,
65_2_1,sally,mid,1,,,,,,,,,,,
65_2_2,f54,laugh,2,,,,,,,,,,,
65_2_2,f72,devas,0,,,,,,,,,,,
65_2_2,sally,mid,1,,,,,,,,,,,
65_3_1,f54,mid,2,,,,,,,,,,,
65_3_1,f72,frust,0,,,,,,,,,,,
65_3_1,sally,mid,1,,,,,,,,,,,
65_3_2,f54,mid,2,,,,,,,,,,,
65_3_2,f72,mid,0,,,,,,,,,,,
65_3_2,sally,mid,1,,,,,,,,,,,
65_4_1,f54,mid,2,,,,,,,,,,,
65_4_1,f72,mid,0,,,,,,,,,,,
65_4_1,sally,mid,1,,,,,,,,,,,
65_5_1,f54,mid,2,,,,,,,,,,,
65_5_1,f72,frust,0,,,,,,,,,,,
65_5_1,sally,mid,1,,,,,,,,,,,
65_5_2,f54,mid,2,,,,,,,,,,,
65_5_2,f72,mid,0,,,,,,,,,,,
65_5_2,sally,mid,1,,,,,,,,,,,
65_6_1,f54,laugh,2,,,,,,,,,,,
65_6_1,f72,frust,0,,,,,,,,,,,
65_6_1,sally,mid,1,,,,,,,,,,,
65_6_2,f54,laugh,2,,,,,,,,,,,
65_6_2,f72,frust,0,,,,,,,,,,,
65_6_2,sally,mid,1,,,,,,,,,,,
66,f54,serious,2,,,,,,,,,,,
66,f72,mid,0,,,,,,,,,,,
66,sally,mid,1,,,,,,,,,,,
67,f54,serious,2,,,,,,,,,,,
67,f72,mid,0,,,,,,,,,,,
67,sally,mid,1,,,,,,,,,,,
68,f54,angry,2,,,,,,,,,,,
68,f72,mid,0,,,,,,,,,,,
68,sally,mid,1,,,,,,,,,,,
69,f54,angry,2,,,,,,,,,,,
69,f72,mid,0,,,,,,,,,,,
69,sally,mid,1,,,,,,,,,,,
70,f54,angry,2,,,,,,,,,,,
70,f72,mid,0,,,,,,,,,,,
70,sally,mid,1,,,,,,,,,,,
71,f54,angry,2,,,,,,,,,,,
71,f72,mid,0,,,,,,,,,,,
71,sally,mid,1,,,,,,,,,,,
72,f54,serious,2,,,,,,,,,,,
72,f72,mid,0,,,,,,,,,,,
72,sally,mid,1,,,,,,,,,,,
73,f54,serious,2,,,,,,,,,,,
73,f72,mid,0,,,,,,,,,,,
73,sally,mid,1,,,,,,,,,,,
74,f54,serious,2,,,,,,,,,,,
74,f72,mid,0,,,,,,,,,,,
74,sally,mid,1,,,,,,,,,,,
75,f54,angry,2,,,,,,,,,,,
75,f72,mid,0,,,,,,,,,,,
75,sally,mid,1,,,,,,,,,,,
76,f54,angry,2,,,,,,,,,,,
76,f72,smile,0,,,,,,,,,,,
76,sally,mid,1,,,,,,,,,,,
77,f54,angry,2,,,,,,,,,,,
77,f72,smile,0,,,,,,,,,,,
77,sally,angry,1,,,,,,,,,,,
78,f54,angry,2,,,,,,,,,,,
78,f72,smile,0,,,,,,,,,,,
78,sally,angry,1,,,,,,,,,,,
79,f54,serious,2,,,,,,,,,,,
79,f72,smile,0,,,,,,,,,,,
79,sally,angry,1,,,,,,,,,,,
80,f54,serious,2,,,,,,,,,,,
80,f72,smile,0,,,,,,,,,,,
80,sally,angry,1,,,,,,,,,,,
81,f54,serious,2,,,,,,,,,,,
81,f72,mid,0,,,,,,,,,,,
81,sally,angry,1,,,,,,,,,,,
82,f54,serious,2,,,,,,,,,,,
82,f72,mid,0,,,,,,,,,,,
82,sally,angry,1,,,,,,,,,,,
83,f54,serious,2,,,,,,,,,,,
83,f72,mid,0,,,,,,,,,,,
83,sally,angry,1,,,,,,,,,,,
84,f54,serious,2,,,,,,,,,,,
84,f72,mid,0,,,,,,,,,,,
84,sally,angry,1,,,,,,,,,,,
85,f54,angry,2,,,,,,,,,,,
85,f72,mid,0,,,,,,,,,,,
85,sally,angry,1,,,,,,,,,,,
86,f54,angry,2,,,,,,,,,,,
86,f72,frust,0,,,,,,,,,,,
86,sally,angry,1,,,,,,,,,,,
87,f54,angry,2,,,,,,,,,,,
87,f72,frust,0,,,,,,,,,,,
87,sally,angry,1,,,,,,,,,,,
88,f54,angry,2,,,,,,,,,,,
88,f72,frust,0,,,,,,,,,,,
88,sally,angry,1,,,,,,,,,,,
89_1_1,f54,angry,2,,,,,,,,,,,
89_1_1,f72,frust,0,,,,,,,,,,,
89_1_1,sally,angry,1,,,,,,,,,,,
89_1_2,f54,angry,2,,,,,,,,,,,
89_1_2,f72,frust,0,,,,,,,,,,,
89_1_2,sally,closed,1,,,,,,,,,,,
89_1_3,f54,angry,2,,,,,,,,,,,
89_1_3,f72,frust,0,,,,,,,,,,,
89_1_3,sally,closed,1,,,,,,,,,,,
89_1_4,f54,angry,2,,,,,,,,,,,
89_1_4,f72,frust,0,,,,,,,,,,,
89_1_4,sally,closed,1,,,,,,,,,,,
89_1_5,f54,angry,2,,,,,,,,,,,
89_1_5,f72,frust,0,,,,,,,,,,,
89_1_5,sally,mid,1,,,,,,,,,,,
89_1_6,f54,angry,2,,,,,,,,,,,
89_1_6,f72,frust,0,,,,,,,,,,,
89_1_6,sally,mid,1,,,,,,,,,,,
89_1_7,f54,angry,2,,,,,,,,,,,
89_1_7,f72,frust,0,,,,,,,,,,,
89_1_7,sally,smile,1,,,,,,,,,,,
89_1_8,f54,angry,2,,,,,,,,,,,
89_1_8,f72,mid,0,,,,,,,,,,,
89_1_8,sally,smile,1,,,,,,,,,,,
89_1_9,f54,angry,2,,,,,,,,,,,
89_1_9,f72,mid,0,,,,,,,,,,,
89_1_9,sally,smile,1,,,,,,,,,,,
89_1_10,f54,angry,2,,,,,,,,,,,
89_1_10,f72,mid,0,,,,,,,,,,,
89_1_10,sally,mid,1,,,,,,,,,,,
89_1_11,f54,angry,2,,,,,,,,,,,
89_1_11,f72,mid,0,,,,,,,,,,,
89_1_11,sally,mid,1,,,,,,,,,,,
89_1_12,f54,angry,2,,,,,,,,,,,
89_1_12,f72,mid,0,,,,,,,,,,,
89_1_12,sally,mid,1,,,,,,,,,,,
89_1_13,f54,angry,2,,,,,,,,,,,
89_1_13,f72,frust,0,,,,,,,,,,,
89_1_13,sally,mid,1,,,,,,,,,,,
89_1_14,f54,angry,2,,,,,,,,,,,
89_1_14,f72,frust,0,,,,,,,,,,,
89_1_14,sally,smile,1,,,,,,,,,,,
89_1_15,f54,frust,2,,,,,,,,,,,
89_1_15,f72,frust,0,,,,,,,,,,,
89_1_16,f54,frust,2,,,,,,,,,,,
89_1_17,f54,serious,2,,,,,,,,,,,
89_1_18,f54,serious,2,,,,,,,,,,,
89_1_19,f54,serious,2,,,,,,,,,,,
89_1_20,f54,serious,2,,,,,,,,,,,
89_1_21,f54,mid,2,,,,,,,,,,,
89_1_22,f54,mid,2,,,,,,,,,,,
89_1_23,f54,smile,2,,,,,,,,,,,
89_2_1,f54,mid,2,,,,,,,,,,,
89_2_1,f72,mid,0,,,,,,,,,,,
89_2_1,sally,mid,1,,,,,,,,,,,
89_2_2,f54,mid,2,,,,,,,,,,,
89_2_2,f72,mid,0,,,,,,,,,,,
89_2_2,sally,mid,1,,,,,,,,,,,
89_2_3,f54,mid,2,,,,,,,,,,,
89_2_3,f72,mid,0,,,,,,,,,,,
89_2_3,sally,angry,1,,,,,,,,,,,
89_2_4,f54,mid,2,,,,,,,,,,,
89_2_4,f72,mid,0,,,,,,,,,,,
89_2_4,sally,angry,1,,,,,,,,,,,
89_2_5,f54,serious,2,,,,,,,,,,,
89_2_5,f72,mid,0,,,,,,,,,,,
89_2_5,sally,angry,1,,,,,,,,,,,
89_2_6,f54,serious,2,,,,,,,,,,,
89_2_6,f72,mid,0,,,,,,,,,,,
89_2_6,sally,angry,1,,,,,,,,,,,
89_2_7,f54,angry,2,,,,,,,,,,,
89_2_7,f72,mid,0,,,,,,,,,,,
89_2_7,sally,angry,1,,,,,,,,,,,
89_2_8,f54,angry,2,,,,,,,,,,,
89_2_8,f72,mid,0,,,,,,,,,,,
89_2_8,sally,angry,1,,,,,,,,,,,
89_2_9,f54,angry,2,,,,,,,,,,,
89_2_9,f72,mid,0,,,,,,,,,,,
89_2_9,sally,angry,1,,,,,,,,,,,
89_2_10,f54,angry,2,,,,,,,,,,,
89_2_10,f72,mid,0,,,,,,,,,,,
89_2_10,sally,angry,1,,,,,,,,,,,
89_2_11,f54,angry,2,,,,,,,,,,,
89_2_11,f72,frust,0,,,,,,,,,,,
89_2_12,f54,frust,2,,,,,,,,,,,
89_2_13,f54,mid,2,,,,,,,,,,,
89_2_14,f54,mid,2,,,,,,,,,,,
89_2_15,f54,smile,2,,,,,,,,,,,
89_2_16,f54,smile,2,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
#CHOICES,,,,,,,,,,,,,,
nodeId,choiceIndex,buttonText,nextNodeId,setFlags,clearFlags,varChanges,,,,,,,,
26,0,F54! 저 남자였어!,27_1_1,,,,,,,,,,,
26,1,어-어서오세요! 손님?,27_2_1,,,,,,,,,,,
55,0,"손님, 당장 무기 안 집어넣으시면, 진짜 경찰 부를거에요!",56_1_1,,,,,,,,,,,
55,1,오늘은 못 본 척해드릴테니 이쯤 하세요.,56_2_1,,,,,,,,,,,
59,0,F72씨 라고 하셨나요?,60_1_1,sc1_1_false,,,,,,,,,,
59,1,자코씨 라고 하셨나요?,60_2_1,sc1_1_true,,,,,,,,,,
63,0,(공식 화폐로 받기) 공식 화폐로 주시죠. 대신 두 배로 받겠습니다.,64_1_1,,,,,,,,,,,
63,1,(동전으로 받기) 네. 대신 두 배로 주시죠.,64_2_1,,,,,,,,,,,
88,0,살기 위한 선택을 비난할 순 없죠.,89_1_1,sc1_2_true,,sally+5,,,,,,,,
88,1,"어떤 이유든, 범죄는 해답이 될 수 없어요.",89_2_1,sc1_2_false,,,,,,,,,,
,,,,,,,,,,,,,,
#NODE_BRANCHES,,,,,,,,,,,,,,
nodeId,requiredAllFlags,requiredAnyFlags,nextNodeId,,,,,,,,,,,
,,,,,,,,,,,,,,
#NODE_VAR_BRANCHES,,,,,,,,,,,,,,
nodeId,varName,op,threshold,,,,,,,,,,,
