#META,,,,,,,,
episodeId,episodeTitle,firstNodeId,,,,,,
76_2_38,shaun,,UPD가 그리 깨끗하지만은 않다는거…,76_2_39,FALSE,,,
76_2_39,f54,,<b>거짓말은 아니야</b>. 옆에 이 녀석만 봐도 그렇잖아.,76_2_40,FALSE,,,
76_2_40,f54,,여기 이 엉터리 같은놈이랑 붙여뒀으면 무슨 일이 일어났을지 상상도 하기 싫네.,76_2_41,FALSE,,,
76_2_41,f72,,왜 이래? 난 무조건 우리 바텐더 편을 들어줬을 거라고,76_2_42,FALSE,,,
76_2_42,f54,,"뭐, 이 소동의 시작은 너니까 그정도는 해줘야지.",76_2_43,FALSE,,,
76_2_43,f72,,동전을 받아준건 바텐더인걸!,76_2_44,FALSE,,,
76_2_44,f54,,"그걸 내미는 것 자체가 불법이라고! 하, 됐어.",76_2_45,FALSE,,,
76_2_45,f54,,미안하지만 션. 이제 동전 쓰는건 그만둬줘.,76_2_46,FALSE,,,
76_2_46,f54,,E12녀석. 또 언제 쳐들어올지 모르니까 말이야.,76_2_47,FALSE,,,
76_2_47,shaun,,명심할게. 그리고.. 고마워,76_2_48,FALSE,,,
76_2_48,f54,,고맙긴. 오글거리게. 친구 좋다는게 이런거 아니겠어?,76_2_49,FALSE,,,
76_2_49,f72,,아-아무튼 시간이 늦었네. 다음에 또 올게 바텐더!,76_2_50,FALSE,,,
76_2_50,f54,,넌 앞으로 여기 출입 금지인 줄 알아!,76_2_51,FALSE,,,
76_2_51,f72,,뭐?! 무슨 권한으로?!,76_2_52,FALSE,,,
76_2_52,f54,,바텐더의 절친한 친구의 권한이다 자식아.,,FALSE,,,
,,,,,,,,
#NODE_CHARS,,,,,,,,
nodeId,characterKey,expressionKey,slotIndex,,,,,
2_1_1,sally,mid,1,,,,,
2_1_2,sally,mid,1,,,,,
2_1_3,sally,angry,1,,,,,
2_1_4,sally,closed,1,,,,,
2_1_5,sally,closed,1,,,,,
2_1_6,sally,mid,1,,,,,
2_1_7,sally,mid,1,,,,,
2_1_8,sally,mid,1,,,,,
2_1_9,sally,mid,1,,,,,
2_1_10,sally,mid,1,,,,,
2_1_11,sally,closed,1,,,,,
2_1_12,sally,closed,1,,,,,
2_1_13,sally,closed,1,,,,,
2_1_13_1_1,sally,mid,1,,,,,
2_1_13_1_2,sally,smile,1,,,,,
2_1_13_2_1,sally,mid,1,,,,,
2_1_14,sally,mid,1,,,,,
2_1_15,sally,mid,1,,,,,
2_1_16,sally,mid,1,,,,,
2_1_17,sally,mid,1,,,,,
2_1_18,sally,closed,1,,,,,
2_1_19,sally,closed,1,,,,,
2_1_20,sally,mid,1,,,,,
2_1_21,sally,mid,1,,,,,
2_1_22,sally,mid,1,,,,,
2_1_23,sally,mid,1,,,,,
2_1_24,sally,mid,1,,,,,
2_1_25,sally,closed,1,,,,,
2_1_26,sally,closed,1,,,,,
2_1_27,sally,mid,1,,,,,
2_1_28,sally,mid,1,,,,,
2_1_29,sally,mid,1,,,,,
2_1_30,sally,closed,1,,,,,
2_1_31,sally,mid,1,,,,,
2_1_32,sally,mid,1,,,,,
2_1_33,sally,mid,1,,,,,
2_1_34,sally,mid,1,,,,,
2_1_35,sally,mid,1,,,,,
2_1_36,sally,mid,1,,,,,
2_1_37,sally,mid,1,,,,,
2_1_38,sally,mid,1,,,,,
2_1_39,sally,mid,1,,,,,
2_1_40,sally,mid,1,,,,,
2_1_41_1_1,sally,mid,1,,,,,
2_1_41_1_2,sally,mid,1,,,,,
2_1_41_1_3,sally,mid,1,,,,,
2_1_41_1_4,sally,closed,1,,,,,
2_1_41_1_5,sally,smile,1,,,,,
2_1_41_1_6,sally,smile,1,,,,,
2_1_41_2_1,sally,mid,1,,,,,
2_1_41_2_2,sally,mid,1,,,,,
2_1_41_2_3,sally,closed,1,,,,,
2_1_41_2_4,sally,smile,1,,,,,
2_1_41_3_1,sally,mid,1,,,,,
2_1_41_3_2,sally,mid,1,,,,,
2_1_41_3_3,sally,mid,1,,,,,
2_1_41_3_4,sally,closed,1,,,,,
2_1_41_3_5,sally,smile,1,,,,,
2_1_42,sally,mid,1,,,,,
2_1_43,sally,mid,1,,,,,
2_1_43,f72,laugh,0,,,,,
2_1_44,sally,mid,1,,,,,
2_1_44,f72,frust,0,,,,,
2_1_45,sally,angry,1,,,,,
2_1_45,f72,frust,0,,,,,
2_1_46,sally,angry,1,,,,,
2_1_46,f72,frust,0,,,,,
2_1_47,sally,angry,1,,,,,
2_1_47,f72,smile,0,,,,,
2_1_48,sally,mid,1,,,,,
2_1_48,f72,smile,0,,,,,
2_2_1,f72,smile,0,,,,,
2_2_2,f72,smile,0,,,,,
2_2_3,f72,mid,0,,,,,
2_2_4,f72,mid,0,,,,,
2_2_5,f72,laugh,0,,,,,
2_2_6,f72,laugh,0,,,,,
2_2_7,f72,mid,0,,,,,
2_2_8,f72,mid,0,,,,,
2_2_9,f72,mid,0,,,,,
2_2_10,f72,mid,0,,,,,
2_2_11,f72,mid,0,,,,,
2_2_12,f72,mid,0,,,,,
2_2_13,f72,mid,0,,,,,
2_2_14,f72,smile,0,,,,,
2_2_15,f72,smile,0,,,,,
2_2_15_1_1,f72,smile,0,,,,,
2_2_15_1_2,f72,mid,0,,,,,
2_2_15_2_1,f72,mid,0,,,,,
2_2_15_2_2,f72,mid,0,,,,,
2_2_16,f72,mid,0,,,,,
2_2_17,f72,mid,0,,,,,
2_2_18,f72,mid,0,,,,,
2_2_19,f72,mid,0,,,,,
2_2_20,f72,mid,0,,,,,
2_2_21,f72,mid,0,,,,,
2_2_22,f72,mid,0,,,,,
2_2_23,f72,smile,0,,,,,
2_2_24,f72,mid,0,,,,,
2_2_25,f72,mid,0,,,,,
2_2_26,f72,annoy,0,,,,,
2_2_27,f72,smile,0,,,,,
2_2_28,f72,smile,0,,,,,
2_2_29,f72,smile,0,,,,,
2_2_30,f72,mid,0,,,,,
2_2_31,f72,mid,0,,,,,
2_2_32,f72,laugh,0,,,,,
2_2_33_1_1,f72,laugh,0,,,,,
2_2_33_2_1,f72,laugh,0,,,,,
2_2_34,f72,laugh,0,,,,,
2_2_34,sally,mid,1,,,,,
2_2_35,f72,laugh,0,,,,,
2_2_35,sally,mid,1,,,,,
2_2_36,f72,laugh,0,,,,,
2_2_36,sally,angry,1,,,,,
2_2_37,f72,mid,0,,,,,
2_2_37,sally,angry,1,,,,,
2_2_38,f72,mid,0,,,,,
2_2_38,sally,angry,1,,,,,
2_2_39,f72,mid,0,,,,,
2_2_39,sally,angry,1,,,,,
2_2_40,f72,mid,0,,,,,
2_2_40,sally,angry,1,,,,,
3,f72,smile,0,,,,,
3,sally,mid,1,,,,,
4,f72,smile,0,,,,,
4,sally,mid,1,,,,,
5,f72,mid,0,,,,,
5,sally,mid,1,,,,,
6,f72,mid,0,,,,,
6,sally,mid,1,,,,,
7,f72,frust,0,,,,,
7,sally,mid,1,,,,,
8,f72,mid,0,,,,,
8,sally,angry,1,,,,,
9,f72,frust,0,,,,,
9,sally,angry,1,,,,,
10,f72,frust,0,,,,,
10,sally,angry,1,,,,,
11,f72,frust,0,,,,,
11,sally,angry,1,,,,,
12,f72,frust,0,,,,,
12,sally,angry,1,,,,,
13,f72,frust,0,,,,,
13,sally,closed,1,,,,,
14,f72,frust,0,,,,,
14,sally,closed,1,,,,,
15,f72,frust,0,,,,,
15,sally,mid,1,,,,,
16,f72,mid,0,,,,,
16,sally,mid,1,,,,,
17,f72,mid,0,,,,,
17,sally,angry,1,,,,,
18,f72,annoy,0,,,,,
18,sally,angry,1,,,,,
19,f72,annoy,0,,,,,
19,sally,angry,1,,,,,
20,f72,frust,0,,,,,
20,sally,angry,1,,,,,
21,f72,frust,0,,,,,
21,sally,angry,1,,,,,
22,f72,frust,0,,,,,
22,sally,angry,1,,,,,
23,f72,frust,0,,,,,
23,sally,angry,1,,,,,
24,f72,frust,0,,,,,
24,sally,angry,1,,,,,
25,f72,frust,0,,,,,
25,sally,angry,1,,,,,
26,f72,frust,0,,,,,
26,sally,angry,1,,,,,
27,f72,frust,0,,,,,
27,sally,angry,1,,,,,
28,f72,frust,0,,,,,
28,sally,mid,1,,,,,
29,f72,frust,0,,,,,
29,sally,mid,1,,,,,
30,f72,frust,0,,,,,
30,sally,angry,1,,,,,
31,f72,frust,0,,,,,
31,sally,angry,1,,,,,
32,f72,frust,0,,,,,
32,sally,closed,1,,,,,
33,f72,frust,0,,,,,
33,sally,angry,1,,,,,
34,f72,frust,0,,,,,
34,sally,angry,1,,,,,
35,f72,frust,0,,,,,
35,sally,angry,1,,,,,
35,e12,mid,2,,,,,
36,f72,frust,0,,,,,
36,sally,angry,1,,,,,
36,e12,mid,2,,,,,
37,f72,frust,0,,,,,
37,sally,angry,1,,,,,
37,e12,mid,2,,,,,
38,f72,frust,0,,,,,
38,sally,angry,1,,,,,
38,e12,mid,2,,,,,
39,f72,frust,0,,,,,
39,sally,angry,1,,,,,
39,e12,mid,2,,,,,
40,f72,frust,0,,,,,
40,sally,angry,1,,,,,
40,e12,shame,2,,,,,
41,f72,frust,0,,,,,
41,sally,angry,1,,,,,
41,e12,mid,2,,,,,
42,f72,frust,0,,,,,
42,sally,angry,1,,,,,
42,e12,mid,2,,,,,
43,f72,frust,0,,,,,
43,sally,angry,1,,,,,
43,e12,mid,2,,,,,
44_1_1,f72,frust,0,,,,,
44_1_1,sally,angry,1,,,,,
44_1_1,e12,mid,2,,,,,
44_1_2,f72,frust,0,,,,,
44_1_2,sally,angry,1,,,,,
44_1_2,e12,mid,2,,,,,
44_1_3,f72,frust,0,,,,,
44_1_3,sally,angry,1,,,,,
44_1_3,e12,mid,2,,,,,
44_1_4,f72,frust,0,,,,,
44_1_4,sally,angry,1,,,,,
44_1_4,e12,serious,2,,,,,
44_1_5,f72,frust,0,,,,,
44_1_5,sally,angry,1,,,,,
44_1_5,e12,serious,2,,,,,
44_1_6,f72,frust,0,,,,,
44_1_6,sally,angry,1,,,,,
44_1_6,e12,serious,2,,,,,
44_2_1,f72,frust,0,,,,,
44_2_1,sally,angry,1,,,,,
44_2_1,e12,mid,2,,,,,
44_2_2,f72,frust,0,,,,,
44_2_2,sally,angry,1,,,,,
44_2_2,e12,mid,2,,,,,
44_2_3,f72,frust,0,,,,,
44_2_3,sally,angry,1,,,,,
44_2_3,e12,mid,2,,,,,
44_2_4,f72,frust,0,,,,,
44_2_4,sally,angry,1,,,,,
44_2_4,e12,serious,2,,,,,
44_2_5,f72,frust,0,,,,,
44_2_5,sally,angry,1,,,,,
44_2_5,e12,serious,2,,,,,
44_2_6,f72,frust,0,,,,,
44_2_6,sally,angry,1,,,,,
44_2_6,e12,serious,2,,,,,
45,f72,devas,0,,,,,
45,sally,angry,1,,,,,
45,e12,aim,2,,,,,
46,f72,devas,0,,,,,
46,sally,angry,1,,,,,
46,e12,aim,2,,,,,
47,f72,devas,0,,,,,
47,sally,angry,1,,,,,
47,e12,aim,2,,,,,
48,f72,devas,0,,,,,
48,sally,angry,1,,,,,
48,e12,aim,2,,,,,
49,f72,frust,0,,,,,
49,sally,angry,1,,,,,
49,e12,aim,2,,,,,
50_1_1,f72,frust,0,,,,,
50_1_1,sally,mid,1,,,,,
50_1_1,e12,aim,2,,,,,
50_2_1,f72,frust,0,,,,,
50_2_1,sally,angry,1,,,,,
50_2_1,e12,aim,2,,,,,
51,f72,frust,0,,,,,
51,e12,aim,2,,,,,
52,f72,frust,0,,,,,
52,e12,aim,2,,,,,
53,f72,frust,0,,,,,
53,e12,aim,2,,,,,
54,f72,frust,0,,,,,
54,e12,aim,2,,,,,
55,f72,frust,0,,,,,
55,e12,aim,2,,,,,
56,f72,frust,0,,,,,
56,e12,aim,2,,,,,
57,f72,frust,0,,,,,
57,e12,aim,2,,,,,
58,f72,frust,0,,,,,
58,e12,aim,2,,,,,
59,f72,frust,0,,,,,
59,e12,aim,2,,,,,
60,f72,frust,0,,,,,
60,e12,frust,2,,,,,
61,f72,frust,0,,,,,
61,e12,frust,2,,,,,
62,f72,frust,0,,,,,
62,e12,frust,2,,,,,
63,f72,frust,0,,,,,
63,e12,frust,2,,,,,
64,f72,frust,0,,,,,
64,e12,frust,2,,,,,
65,f72,frust,0,,,,,
65,e12,frust,2,,,,,
66,f72,frust,0,,,,,
66,e12,angry,2,,,,,
67,f72,frust,0,,,,,
67,e12,angry,2,,,,,
68,f72,frust,0,,,,,
68,e12,angry,2,,,,,
69,f72,frust,0,,,,,
69,e12,angry,2,,,,,
70,f72,frust,0,,,,,
70,e12,serious,2,,,,,
71,f72,mid,0,,,,,
71,e12,serious,2,,,,,
72,f72,mid,0,,,,,
72,e12,serious,2,,,,,
73,f72,mid,0,,,,,
73,e12,serious,2,,,,,
74,f72,mid,0,,,,,
74,e12,angry,2,,,,,
75,f72,mid,0,,,,,
75,e12,angry,2,,,,,
76_1_1,f72,mid,0,,,,,
76_1_1,e12,serious,2,,,,,
76_1_2,f72,mid,0,,,,,
76_1_2,e12,serious,2,,,,,
76_1_3,f72,mid,0,,,,,
76_1_3,e12,serious,2,,,,,
76_1_4,f72,annoy,0,,,,,
76_1_4,e12,serious,2,,,,,
76_1_5,f72,annoy,0,,,,,
76_1_5,e12,mid,2,,,,,
76_1_6,f72,annoy,0,,,,,
76_1_6,e12,mid,2,,,,,
76_1_7,f72,annoy,0,,,,,
76_1_7,e12,mid,2,,,,,
76_1_8,f72,annoy,0,,,,,
76_1_8,e12,angry,2,,,,,
76_1_9,f72,mid,0,,,,,
76_1_9,e12,angry,2,,,,,
76_1_10,f72,annoy,0,,,,,
76_1_10,e12,angry,2,,,,,
76_1_11,f72,mid,0,,,,,
76_1_11,e12,angry,2,,,,,
76_1_12,f72,annoy,0,,,,,
76_1_12,e12,angry,2,,,,,
76_1_13,f72,annoy,0,,,,,
76_1_13,e12,angry,2,,,,,
76_1_14,f72,annoy,0,,,,,
76_1_14,e12,angry,2,,,,,
76_1_15,f72,mid,0,,,,,
76_1_15,e12,angry,2,,,,,
76_1_16,f72,annoy,0,,,,,
76_1_16,e12,angry,2,,,,,
76_1_17,f72,annoy,0,,,,,
76_1_17,e12,angry,2,,,,,
76_1_18,f72,annoy,0,,,,,
76_1_18,e12,frust,2,,,,,
76_1_19,f72,annoy,0,,,,,
76_1_19,e12,frust,2,,,,,
76_1_20,f72,annoy,0,,,,,
76_1_20,e12,serious,2,,,,,
76_1_21,f72,annoy,0,,,,,
76_1_21,e12,serious,2,,,,,
76_1_22,f72,annoy,0,,,,,
76_1_22,e12,serious,2,,,,,
76_1_23,f72,annoy,0,,,,,
76_1_23,e12,serious,2,,,,,
76_1_24,f72,annoy,0,,,,,
76_1_24,e12,frust,2,,,,,
76_1_25,f72,annoy,0,,,,,
76_1_25,e12,shame,2,,,,,
76_1_26,f72,annoy,0,,,,,
76_1_26,e12,shame,2,,,,,
76_1_27,f72,annoy,0,,,,,
76_1_28,f72,mid,0,,,,,
76_1_29,f72,mid,0,,,,,
76_1_30,f72,mid,0,,,,,
76_1_31,f72,mid,0,,,,,
76_1_32,f72,smile,0,,,,,
76_1_33,f72,smile,0,,,,,
76_1_34,f72,smile,0,,,,,
76_1_35,f72,mid,0,,,,,
76_1_36,f72,mid,0,,,,,
76_2_1,f72,frust,0,,,,,
76_2_1,e12,angry,2,,,,,
76_2_2,f72,frust,0,,,,,
76_2_2,e12,angry,2,,,,,
76_2_3,f72,frust,0,,,,,
76_2_3,e12,angry,2,,,,,
76_2_4,f54,frust,1,,,,,
76_2_4,f72,frust,0,,,,,
76_2_5,e12,mid,2,,,,,
76_2_5,f54,frust,1,,,,,
76_2_6,f72,frust,0,,,,,
76_2_6,e12,mid,2,,,,,
76_2_6,f54,frust,1,,,,,
76_2_7,f72,frust,0,,,,,
76_2_7,e12,mid,2,,,,,
76_2_7,f54,frust,1,,,,,
76_2_8,f72,frust,0,,,,,
76_2_8,e12,mid,2,,,,,
76_2_8,f54,frust,1,,,,,
76_2_9,f72,frust,0,,,,,
76_2_9,e12,mid,2,,,,,
76_2_9,f54,frust,1,,,,,
76_2_10,f72,frust,0,,,,,
76_2_10,e12,mid,2,,,,,
76_2_10,f54,frust,1,,,,,
76_2_11,f72,frust,0,,,,,
76_2_11,e12,serious,2,,,,,
76_2_11,f54,serious,1,,,,,
76_2_12,f72,frust,0,,,,,
76_2_12,e12,serious,2,,,,,
76_2_12,f54,serious,1,,,,,
76_2_13,f72,frust,0,,,,,
76_2_13,e12,serious,2,,,,,
76_2_13,f54,serious,1,,,,,
76_2_14,f72,frust,0,,,,,
76_2_14,e12,serious,2,,,,,
76_2_14,f54,serious,1,,,,,
76_2_15,f72,frust,0,,,,,
76_2_15,e12,serious,2,,,,,
76_2_15,f54,serious,1,,,,,
76_2_16,f72,frust,0,,,,,
76_2_16,e12,frust,2,,,,,
76_2_16,f54,serious,1,,,,,
76_2_17,f72,frust,0,,,,,
76_2_17,e12,frust,2,,,,,
76_2_17,f54,serious,1,,,,,
76_2_18,f72,frust,0,,,,,
76_2_18,e12,angry,2,,,,,
76_2_18,f54,serious,1,,,,,
76_2_19,f72,frust,0,,,,,
76_2_19,e12,angry,2,,,,,
76_2_19,f54,serious,1,,,,,
76_2_20,f72,frust,0,,,,,
76_2_20,e12,angry,2,,,,,
76_2_20,f54,serious,1,,,,,
76_2_21,f72,frust,0,,,,,
76_2_21,e12,angry,2,,,,,
76_2_21,f54,serious,1,,,,,
76_2_22,f72,frust,0,,,,,
76_2_22,e12,angry,2,,,,,
76_2_22,f54,serious,1,,,,,
76_2_23,f72,frust,0,,,,,
76_2_23,e12,angry,2,,,,,
76_2_23,f54,serious,1,,,,,
76_2_24,f72,frust,0,,,,,
76_2_24,e12,serious,2,,,,,
76_2_24,f54,serious,1,,,,,
76_2_25,f72,frust,0,,,,,
76_2_25,e12,serious,2,,,,,
76_2_25,f54,serious,1,,,,,
76_2_26,f72,frust,0,,,,,
76_2_26,e12,serious,2,,,,,
76_2_26,f54,serious,1,,,,,
76_2_27,f72,frust,0,,,,,
76_2_27,e12,serious,2,,,,,
76_2_27,f54,serious,1,,,,,
76_2_28,f72,frust,0,,,,,
76_2_28,e12,shame,2,,,,,
76_2_28,f54,serious,1,,,,,
76_2_29,f72,frust,0,,,,,
76_2_29,e12,shame,2,,,,,
76_2_29,f54,serious,1,,,,,
76_2_30,f72,frust,0,,,,,
76_2_30,e12,shame,2,,,,,
76_2_30,f54,serious,1,,,,,
76_2_31,f72,frust,0,,,,,
76_2_31,e12,shame,2,,,,,
76_2_31,f54,serious,1,,,,,
76_2_32,f72,frust,0,,,,,
76_2_32,e12,shame,2,,,,,
76_2_32,f54,serious,1,,,,,
76_2_33,f72,frust,0,,,,,
76_2_33,e12,shame,2,,,,,
76_2_33,f54,serious,1,,,,,
76_2_34,f72,frust,0,,,,,
76_2_34,e12,shame,2,,,,,
76_2_34,f54,serious,1,,,,,
76_2_35,f72,frust,0,,,,,
76_2_35,f54,serious,1,,,,,
76_2_36,f72,frust,0,,,,,
76_2_36,f54,serious,1,,,,,
76_2_37,f72,frust,0,,,,,
76_2_37,f54,mid,1,,,,,
76_2_38,f72,frust,0,,,,,
76_2_38,f54,mid,1,,,,,
76_2_39,f72,frust,0,,,,,
76_2_39,f54,mid,1,,,,,
76_2_40,f72,frust,0,,,,,
76_2_40,f54,mid,1,,,,,
76_2_41,f72,frust,0,,,,,
76_2_41,f54,mid,1,,,,,
76_2_42,f72,frust,0,,,,,
76_2_42,f54,serious,1,,,,,
76_2_43,f72,frust,0,,,,,
76_2_43,f54,serious,1,,,,,
76_2_44,f72,frust,0,,,,,
76_2_44,f54,angry,1,,,,,
76_2_45,f72,frust,0,,,,,
76_2_45,f54,mid,1,,,,,
76_2_46,f72,frust,0,,,,,
76_2_46,f54,mid,1,,,,,
76_2_47,f72,frust,0,,,,,
76_2_47,f54,mid,1,,,,,
76_2_48,f72,mid,0,,,,,
76_2_48,f54,laugh,1,,,,,
76_2_49,f72,mid,0,,,,,
76_2_49,f54,laugh,1,,,,,
76_2_50,f72,frust,0,,,,,
76_2_50,f54,angry,1,,,,,
76_2_51,f72,devas,0,,,,,
76_2_51,f54,mid,1,,,,,
76_2_52,f72,devas,0,,,,,
76_2_52,f54,mid,1,,,,,
,,,,,,,,
#CHOICES,,,,,,,,
nodeId,choiceIndex,buttonText,nextNodeId,setFlags,clearFlags,varChanges,,
2_1_40,0,외로웠어요.,2_1_41_1_1,,,,,
2_1_40,1,슬펐어요.,2_1_41_2_1,,,,,
2_1_40,2,아무렇지 않았어요.,2_1_41_3_1,,,,,
2_2_32,0,저는 가야만 하는 곳이 있어요.,2_2_33_1_1,,,,,
2_2_32,1,저도 도망가고 싶은 곳이 있어요.,2_2_33_2_1,,,,,
43,0,죄송하지만 저희는 공식 화폐만 취급합니다.,44_1_1,,,,,
43,1,"네, 받습니다.",44_2_1,,,,,
75,0,<b>(아무개들 편에 선다)</b> 말할 수 없습니다.,76_1_1,sc2_true,,sally+5,,
75,1,<b>(F54에게 연락한다)</b> *54! 지금 펍에 좀 와줘!*,76_2_1,sc2_false,,,,
,,,,,,,,
#NODE_BRANCHES,,,,,,,,
nodeId,requiredAllFlags,requiredAnyFlags,nextNodeId,,,,,
1,sc1_true,,2_1_1,,,,,
,,,,,,,,
#NODE_VAR_BRANCHES,,,,,,,,
nodeId,varName,op,threshold,nextNodeId,,,,
49,sally,>=,5,50_1_1,,,,
