#META,,,,,,,,
episodeId,episodeTitle,firstNodeId,,,,,,
94-1-3,f72,frust,0,,,,,
94-1-3,sally,mid,1,,,,,
94-1-4,f54,mid,2,,,,,
94-1-4,f72,frust,0,,,,,
94-1-4,sally,mid,1,,,,,
94-1-5,f54,mid,2,,,,,
94-1-5,f72,frust,0,,,,,
94-1-5,sally,mid,1,,,,,
94-1-6,f54,mid,2,,,,,
94-1-6,f72,frust,0,,,,,
94-1-6,sally,mid,1,,,,,
94-1-7,f54,mid,2,,,,,
94-1-7,f72,frust,0,,,,,
94-1-7,sally,mid,1,,,,,
94-1-8,f54,mid,2,,,,,
94-1-8,f72,frust,0,,,,,
94-1-8,sally,smile,1,,,,,
94-1-9,f54,mid,2,,,,,
94-1-9,f72,mid,0,,,,,
94-1-9,sally,smile,1,,,,,
94-1-10,f54,mid,2,,,,,
94-1-10,f72,mid,0,,,,,
94-1-10,sally,mid,1,,,,,
94-1-11,f54,mid,2,,,,,
94-1-11,f72,mid,0,,,,,
94-1-11,sally,mid,1,,,,,
94-1-12,f54,mid,2,,,,,
94-1-12,f72,mid,0,,,,,
94-1-12,sally,mid,1,,,,,
94-1-13,f54,mid,2,,,,,
94-1-13,f72,mid,0,,,,,
94-1-13,sally,mid,1,,,,,
94-1-14,f54,mid,2,,,,,
94-1-14,f72,mid,0,,,,,
94-1-14,sally,aim,1,,,,,
94-1-15,f54,mid,2,,,,,
94-1-15,f72,frust,0,,,,,
94-1-16,f54,mid,2,,,,,
94-1-17,f54,mid,2,,,,,
94-1-18,f54,mid,2,,,,,
94-1-19,f54,mid,2,,,,,
94-1-20,f54,mid,2,,,,,
94-1-21,f54,mid,2,,,,,
94-1-22,f54,mid,2,,,,,
94-1-23,f54,mid,2,,,,,
94-1-24,f54,mid,2,,,,,
94-1-25,f54,mid,2,,,,,
94-2-1,f54,mid,2,,,,,
94-2-1,f72,frust,0,,,,,
94-2-1,sally,angry,1,,,,,
94-2-2,f54,mid,2,,,,,
94-2-2,f72,frust,0,,,,,
94-2-2,sally,angry,1,,,,,
94-2-3,f54,mid,2,,,,,
94-2-3,f72,frust,0,,,,,
94-2-3,sally,angry,1,,,,,
94-2-4,f54,mid,2,,,,,
94-2-4,f72,frust,0,,,,,
94-2-4,sally,angry,1,,,,,
94-2-5,f54,mid,2,,,,,
94-2-5,f72,frust,0,,,,,
94-2-5,sally,angry,1,,,,,
94-2-6,f54,mid,2,,,,,
94-2-6,f72,frust,0,,,,,
94-2-6,sally,angry,1,,,,,
94-2-7,f54,mid,2,,,,,
94-2-7,f72,frust,0,,,,,
94-2-7,sally,angry,1,,,,,
94-2-8,f54,mid,2,,,,,
94-2-8,f72,frust,0,,,,,
94-2-8,sally,angry,1,,,,,
94-2-9,f54,mid,2,,,,,
94-2-9,f72,frust,0,,,,,
94-2-9,sally,angry,1,,,,,
94-2-10,f54,mid,2,,,,,
94-2-10,f72,frust,0,,,,,
94-2-10,sally,angry,1,,,,,
94-2-11,f54,mid,2,,,,,
94-2-11,f72,frust,0,,,,,
94-2-11,sally,angry,1,,,,,
94-2-12,f54,mid,2,,,,,
94-2-12,f72,frust,0,,,,,
94-2-13,f54,mid,2,,,,,
94-2-14,f54,mid,2,,,,,
94-2-15,f54,mid,2,,,,,
94-2-16,f54,mid,2,,,,,
94-2-17,f54,mid,2,,,,,
94-2-18,f54,mid,2,,,,,
94-2-19,f54,mid,2,,,,,
94-2-20,f54,mid,2,,,,,
94-2-21,f54,mid,2,,,,,
,,,,,,,,
#CHOICES,,,,,,,,
nodeId,choiceIndex,buttonText,nextNodeId,setFlags,clearFlags,varChanges,,
57,0,"손님, 당장 무기 안 집어넣으시면, 진짜 경찰 부를 거예요!",58-1-1,,,,,
57,1,오늘은 못 본 척해드릴테니 이쯤 하세요.,58-2-1,,,,,
62,0,<b>(화폐로 받기)</b> 공식 화폐로 주시죠. 대신 두 배로 받겠습니다.,63-1-1,,,,,
62,1,<b>(동전으로 받기)</b> 네. 대신 두 배로 주시죠.,63-2-1,,,,,
93,0,살기 위한 선택을 비난할 순 없죠.,94-1-1,sc1_true,,,,
93,1,"어떤 이유든, 범죄는 해답이 될 수 없어요.",94-2-1,,,,,
,,,,,,,,
#NODE_BRANCHES,,,,,,,,
nodeId,requiredFlag,nextNodeId,,,,,,
,,,,,,,,
#NODE_VAR_BRANCHES,,,,,,,,
nodeId,varName,op,threshold,nextNodeId,,,,
